timestamp,open,high,low,close,volume
2026-01-06 09:15:00,500.0,503.6,498.0,501.6,5000
2026-01-06 09:20:00,501.6,503.6,498.8,500.8,5025
2026-01-06 09:25:00,500.8,504.40000000000003,498.8,502.40000000000003,5050
2026-01-06 09:30:00,502.40000000000003,504.40000000000003,499.6,501.6,5075
2026-01-06 09:35:00,501.6,505.20000000000005,499.6,503.20000000000005,5100
2026-01-06 09:40:00,503.20000000000005,505.20000000000005,500.40000000000003,502.40000000000003,5125
2026-01-06 09:45:00,502.40000000000003,506.00000000000006,500.40000000000003,504.00000000000006,5150
2026-01-06 09:50:00,504.00000000000006,506.00000000000006,501.20000000000005,503.20000000000005,5175
2026-01-06 09:55:00,503.20000000000005,506.80000000000007,501.20000000000005,504.80000000000007,5200
2026-01-06 10:00:00,504.80000000000007,506.80000000000007,502.00000000000006,504.00000000000006,5225
2026-01-06 10:05:00,504.00000000000006,506.00000000000006,490.00000000000006,492.00000000000006,5250
2026-01-06 10:10:00,492.00000000000006,508.00000000000006,490.00000000000006,506.00000000000006,5275
2026-01-06 10:15:00,506.00000000000006,538.0,504.00000000000006,536.0,5300
2026-01-06 10:20:00,536.0,550.0,534.0,548.0,5325
2026-01-06 10:25:00,548.0,550.0,528.0,530.0,5350
2026-01-06 10:30:00,530.0,532.0,527.2,529.2,5375
2026-01-06 10:35:00,529.2,532.8000000000001,527.2,530.8000000000001,5400
2026-01-06 10:40:00,530.8000000000001,532.8000000000001,528.0000000000001,530.0000000000001,5425
2026-01-06 10:45:00,530.0000000000001,533.6000000000001,528.0000000000001,531.6000000000001,5450
2026-01-06 10:50:00,531.6000000000001,533.6000000000001,528.8000000000002,530.8000000000002,5475
2026-01-06 10:55:00,530.8000000000002,534.4000000000002,528.8000000000002,532.4000000000002,5500
2026-01-06 11:00:00,532.4000000000002,534.4000000000002,529.6000000000003,531.6000000000003,5525
2026-01-06 11:05:00,531.6000000000003,535.2000000000003,529.6000000000003,533.2000000000003,5550
2026-01-06 11:10:00,533.2000000000003,535.2000000000003,530.4000000000003,532.4000000000003,5575
2026-01-06 11:15:00,532.4000000000003,536.0000000000003,530.4000000000003,534.0000000000003,5600
2026-01-06 11:20:00,534.0000000000003,536.0000000000003,522.0000000000003,524.0000000000003,5625
2026-01-06 11:25:00,524.0000000000003,536.0000000000003,522.0000000000003,534.0000000000003,5650
2026-01-06 11:30:00,534.0000000000003,536.0000000000003,507.00000000000034,509.00000000000034,5675
2026-01-06 11:35:00,509.00000000000034,512.6000000000004,507.00000000000034,510.60000000000036,5700
2026-01-06 11:40:00,510.60000000000036,512.6000000000004,507.80000000000035,509.80000000000035,5725
2026-01-06 11:45:00,509.80000000000035,513.4000000000003,507.80000000000035,511.4000000000004,5750
2026-01-06 11:50:00,511.4000000000004,513.4000000000003,508.60000000000036,510.60000000000036,5775
2026-01-06 11:55:00,510.60000000000036,514.2000000000004,508.60000000000036,512.2000000000004,5800
2026-01-06 12:00:00,512.2000000000004,514.2000000000004,509.4000000000004,511.4000000000004,5825
2026-01-06 12:05:00,511.4000000000004,515.0000000000003,509.4000000000004,513.0000000000003,5850
2026-01-06 12:10:00,513.0000000000003,515.0000000000003,510.2000000000004,512.2000000000004,5875
2026-01-06 12:15:00,512.2000000000004,515.8000000000004,510.2000000000004,513.8000000000004,5900
2026-01-06 12:20:00,513.8000000000004,515.8000000000004,511.00000000000045,513.0000000000005,5925
2026-01-06 12:25:00,513.0000000000005,516.6000000000005,511.00000000000045,514.6000000000005,5950
2026-01-06 12:30:00,514.6000000000005,516.6000000000005,511.8000000000005,513.8000000000005,5975
2026-01-06 12:35:00,513.8000000000005,517.4000000000005,511.8000000000005,515.4000000000005,6000
2026-01-06 12:40:00,515.4000000000005,517.4000000000005,512.6000000000006,514.6000000000006,6025
2026-01-06 12:45:00,514.6000000000006,518.2000000000006,512.6000000000006,516.2000000000006,6050
2026-01-06 12:50:00,516.2000000000006,518.2000000000006,513.4000000000007,515.4000000000007,6075
2026-01-06 12:55:00,515.4000000000007,519.0000000000007,513.4000000000007,517.0000000000007,6100
2026-01-06 13:00:00,517.0000000000007,519.0000000000007,514.2000000000007,516.2000000000007,6125
2026-01-06 13:05:00,516.2000000000007,519.8000000000008,514.2000000000007,517.8000000000008,6150
2026-01-06 13:10:00,517.8000000000008,519.8000000000008,515.0000000000008,517.0000000000008,6175
2026-01-06 13:15:00,517.0000000000008,520.6000000000008,515.0000000000008,518.6000000000008,6200
2026-01-06 13:20:00,518.6000000000008,520.6000000000008,515.8000000000009,517.8000000000009,6225
2026-01-06 13:25:00,517.8000000000009,521.4000000000009,515.8000000000009,519.4000000000009,6250
2026-01-06 13:30:00,519.4000000000009,521.4000000000009,516.6000000000009,518.6000000000009,6275
2026-01-06 13:35:00,518.6000000000009,522.200000000001,516.6000000000009,520.200000000001,6300
2026-01-06 13:40:00,520.200000000001,522.200000000001,517.400000000001,519.400000000001,6325
2026-01-06 13:45:00,519.400000000001,523.000000000001,517.400000000001,521.000000000001,6350
2026-01-06 13:50:00,521.000000000001,523.000000000001,518.2000000000011,520.2000000000011,6375
2026-01-06 13:55:00,520.2000000000011,523.8000000000011,518.2000000000011,521.8000000000011,6400
2026-01-06 14:00:00,521.8000000000011,523.8000000000011,519.0000000000011,521.0000000000011,6425
2026-01-06 14:05:00,521.0000000000011,524.6000000000012,519.0000000000011,522.6000000000012,6450
2026-01-06 14:10:00,522.6000000000012,524.6000000000012,519.8000000000012,521.8000000000012,6475
2026-01-06 14:15:00,521.8000000000012,523.8000000000012,509.8000000000012,511.8000000000012,6500
2026-01-06 14:20:00,511.8000000000012,525.8000000000012,509.8000000000012,523.8000000000012,6525
2026-01-06 14:25:00,523.8000000000012,527.8000000000012,521.8000000000012,525.8000000000012,6550
2026-01-06 14:30:00,525.8000000000012,529.8000000000012,523.8000000000012,527.8000000000012,6575
2026-01-06 14:35:00,527.8000000000012,531.8000000000012,525.8000000000012,529.8000000000012,6600
2026-01-06 14:40:00,529.8000000000012,533.8000000000012,527.8000000000012,531.8000000000012,6625
2026-01-06 14:45:00,531.8000000000012,535.8000000000012,529.8000000000012,533.8000000000012,6650
2026-01-06 14:50:00,533.8000000000012,537.8000000000012,531.8000000000012,535.8000000000012,6675
2026-01-06 14:55:00,535.8000000000012,539.8000000000012,533.8000000000012,537.8000000000012,6700
2026-01-06 15:00:00,537.8000000000012,541.8000000000012,535.8000000000012,539.8000000000012,6725
2026-01-06 15:05:00,539.8000000000012,543.8000000000012,537.8000000000012,541.8000000000012,6750
2026-01-06 15:10:00,541.8000000000012,545.8000000000012,539.8000000000012,543.8000000000012,6775
2026-01-06 15:15:00,543.8000000000012,547.8000000000012,541.8000000000012,545.8000000000012,6800
2026-01-06 15:20:00,545.8000000000012,549.8000000000012,543.8000000000012,547.8000000000012,6825
