timestamp,open,high,low,close,volume
2026-01-06 09:15:00,24000,24005,23997,24002,120000
2026-01-06 09:20:00,24002,24005,23998,24001,120300
2026-01-06 09:25:00,24001,24006,23998,24003,120600
2026-01-06 09:30:00,24003,24006,23999,24002,120900
2026-01-06 09:35:00,24002,24007,23999,24004,121200
2026-01-06 09:40:00,24004,24007,24000,24003,121500
2026-01-06 09:45:00,24003,24008,24000,24005,121800
2026-01-06 09:50:00,24005,24008,24001,24004,122100
2026-01-06 09:55:00,24004,24009,24001,24006,122400
2026-01-06 10:00:00,24006,24009,24002,24005,122700
2026-01-06 10:05:00,24005,24008,23992,23995,123000
2026-01-06 10:10:00,23995,24013,23992,24010,123300
2026-01-06 10:15:00,24010,24033,24007,24030,123600
2026-01-06 10:20:00,24030,24041,24027,24038,123900
2026-01-06 10:25:00,24038,24041,24030,24033,124200
2026-01-06 10:30:00,24033,24036,24029,24032,124500
2026-01-06 10:35:00,24032,24037,24029,24034,124800
2026-01-06 10:40:00,24034,24037,24030,24033,125100
2026-01-06 10:45:00,24033,24038,24030,24035,125400
2026-01-06 10:50:00,24035,24038,24031,24034,125700
2026-01-06 10:55:00,24034,24039,24031,24036,126000
2026-01-06 11:00:00,24036,24039,24032,24035,126300
2026-01-06 11:05:00,24035,24040,24032,24037,126600
2026-01-06 11:10:00,24037,24040,24033,24036,126900
2026-01-06 11:15:00,24036,24041,24033,24038,127200
2026-01-06 11:20:00,24038,24041,24027,24030,127500
2026-01-06 11:25:00,24030,24045,24027,24042,127800
2026-01-06 11:30:00,24042,24045,24021,24024,128100
2026-01-06 11:35:00,24024,24029,24021,24026,128400
2026-01-06 11:40:00,24026,24029,24022,24025,128700
2026-01-06 11:45:00,24025,24030,24022,24027,129000
2026-01-06 11:50:00,24027,24030,24023,24026,129300
2026-01-06 11:55:00,24026,24031,24023,24028,129600
2026-01-06 12:00:00,24028,24031,24024,24027,129900
2026-01-06 12:05:00,24027,24032,24024,24029,130200
2026-01-06 12:10:00,24029,24032,24025,24028,130500
2026-01-06 12:15:00,24028,24033,24025,24030,130800
2026-01-06 12:20:00,24030,24033,24026,24029,131100
2026-01-06 12:25:00,24029,24034,24026,24031,131400
2026-01-06 12:30:00,24031,24034,24027,24030,131700
2026-01-06 12:35:00,24030,24035,24027,24032,132000
2026-01-06 12:40:00,24032,24035,24028,24031,132300
2026-01-06 12:45:00,24031,24036,24028,24033,132600
2026-01-06 12:50:00,24033,24036,24029,24032,132900
2026-01-06 12:55:00,24032,24037,24029,24034,133200
2026-01-06 13:00:00,24034,24037,24030,24033,133500
2026-01-06 13:05:00,24033,24038,24030,24035,133800
2026-01-06 13:10:00,24035,24038,24031,24034,134100
2026-01-06 13:15:00,24034,24039,24031,24036,134400
2026-01-06 13:20:00,24036,24039,24032,24035,134700
2026-01-06 13:25:00,24035,24040,24032,24037,135000
2026-01-06 13:30:00,24037,24040,24033,24036,135300
2026-01-06 13:35:00,24036,24041,24033,24038,135600
2026-01-06 13:40:00,24038,24041,24034,24037,135900
2026-01-06 13:45:00,24037,24042,24034,24039,136200
2026-01-06 13:50:00,24039,24042,24035,24038,136500
2026-01-06 13:55:00,24038,24043,24035,24040,136800
2026-01-06 14:00:00,24040,24043,24036,24039,137100
2026-01-06 14:05:00,24039,24044,24036,24041,137400
2026-01-06 14:10:00,24041,24044,24037,24040,137700
2026-01-06 14:15:00,24040,24043,24028,24031,138000
2026-01-06 14:20:00,24031,24046,24028,24043,138300
2026-01-06 14:25:00,24043,24047,24040,24044,138600
2026-01-06 14:30:00,24044,24048,24041,24045,138900
2026-01-06 14:35:00,24045,24049,24042,24046,139200
2026-01-06 14:40:00,24046,24050,24043,24047,139500
2026-01-06 14:45:00,24047,24051,24044,24048,139800
2026-01-06 14:50:00,24048,24052,24045,24049,140100
2026-01-06 14:55:00,24049,24053,24046,24050,140400
2026-01-06 15:00:00,24050,24054,24047,24051,140700
2026-01-06 15:05:00,24051,24055,24048,24052,141000
2026-01-06 15:10:00,24052,24056,24049,24053,141300
2026-01-06 15:15:00,24053,24057,24050,24054,141600
2026-01-06 15:20:00,24054,24058,24051,24055,141900
